cutoff_km,beta,se,t_stat
200.0,-0.02079329376101293,0.009110213041243426,-2.2824157532736375
500.0,-0.02079329376101293,0.010978628779221143,-1.8939791279187481
1000.0,-0.02079329376101293,0.015386830668392536,-1.3513695061144912
3000.0,-0.02079329376101293,0.02753423194218027,-0.7551797269913764
100000.0,-0.02079329376101293,0.04122572246296354,-0.5043766978175642
