horizon,n_cells,n_sectors,mu0_mean,mu0_hdi_low,mu0_hdi_high,tau_between,tau_within,between_share,max_rhat,min_ess
12,4564,100,0.01665372161089909,0.0044099009961850785,0.028846949621233825,0.05997697786379865,0.001594614681153151,0.9992936247469787,1.02,369.0
