twfe,twfe_implied,weight_treated_vs_untreated,weight_earlier_vs_later,weight_later_vs_earlier,forbidden_weight,n_cohorts
-0.021714346931439147,-0.021714346931476107,0.6093422824166812,0.012468676069849773,0.3781890415134691,0.3781890415134691,6
