horizon,actual_beta,beta_min,beta_max,beta_sd,sigma_bench,sigma_idio,n_draws
12,-0.020793293761012854,-0.025440659174297182,-0.019283680997999545,0.001374195134128993,0.034006806040109944,0.002,40
