horizon,theta_expansion,theta_recession
0.0,-0.12405377124554649,4.534937330724449
6.0,-0.5862651872406639,6.480238339386463
12.0,-3.011536996696039,5.321257374862342
24.0,0.704047933637131,3.2444982965133224
